branchId,departmentId,serviceType,sameDepartmentPeopleAhead,dayOfWeek,hourOfDay,actualWaitMinutes
651b2c3f,deptA,walk-in,12,3,14,164.07
651b2c3d,deptB,kiosk,3,5,14,42.94
651b2c3f,deptC,walk-in,8,3,10,72.33
651b2c3d,deptA,kiosk,4,0,20,61.39
651b2c3f,deptA,walk-in,4,5,13,72.73
651b2c3f,deptA,kiosk,19,5,17,182.29
651b2c3d,deptA,walk-in,16,5,10,188.36
651b2c3f,deptB,online,9,0,8,115.27
651b2c3f,deptB,kiosk,6,5,9,81.14
651b2c3f,deptB,online,3,0,20,43.33
651b2c3e,deptA,walk-in,17,5,18,300.16
651b2c3e,deptC,online,7,4,19,79.93
651b2c3f,deptB,kiosk,11,6,10,201.33
651b2c3e,deptA,walk-in,18,0,10,402.70
651b2c3d,deptA,kiosk,16,6,17,263.57
651b2c3d,deptC,kiosk,13,4,14,133.59
651b2c3d,deptA,kiosk,13,6,16,158.88
651b2c3d,deptC,kiosk,4,2,16,35.19
651b2c3e,deptC,walk-in,13,4,18,219.79
651b2c3e,deptC,walk-in,17,6,18,311.36
651b2c3f,deptA,walk-in,9,6,13,132.68
651b2c3f,deptC,walk-in,9,3,17,106.91
651b2c3d,deptB,kiosk,9,0,13,233.92
651b2c3e,deptC,walk-in,8,2,17,160.55
651b2c3e,deptA,kiosk,13,0,15,181.46
651b2c3f,deptC,walk-in,11,5,20,84.08
651b2c3f,deptB,walk-in,9,4,20,153.60
651b2c3f,deptC,online,19,2,19,90.96
651b2c3e,deptB,online,11,3,16,160.64
651b2c3e,deptA,online,13,6,18,182.22
651b2c3d,deptC,walk-in,16,5,12,269.83
651b2c3e,deptA,kiosk,14,2,14,158.43
651b2c3d,deptA,kiosk,9,6,19,150.21
651b2c3e,deptA,kiosk,12,3,14,129.24
651b2c3d,deptB,kiosk,18,0,19,393.76
651b2c3e,deptB,online,11,5,18,186.63
651b2c3f,deptC,kiosk,13,4,13,146.37
651b2c3d,deptB,walk-in,3,2,15,66.06
651b2c3f,deptA,kiosk,16,6,10,176.97
651b2c3f,deptA,walk-in,18,5,12,235.88
651b2c3d,deptB,walk-in,9,5,17,184.30
651b2c3d,deptB,online,12,0,13,187.90
651b2c3e,deptB,online,7,0,18,205.19
651b2c3e,deptA,online,22,3,12,302.96
651b2c3e,deptA,kiosk,13,5,13,153.65
651b2c3d,deptA,online,1,0,16,14.90
651b2c3d,deptA,kiosk,6,0,14,70.60
651b2c3e,deptC,kiosk,13,2,16,114.46
651b2c3e,deptC,walk-in,0,5,9,10.30
651b2c3e,deptB,online,9,6,16,166.72
651b2c3f,deptC,walk-in,7,2,13,67.35
651b2c3e,deptB,online,2,4,9,51.37
651b2c3f,deptC,online,15,3,15,90.17
651b2c3f,deptC,walk-in,13,1,13,184.42
651b2c3d,deptB,online,7,2,17,118.21
651b2c3e,deptA,walk-in,14,4,20,193.47
651b2c3f,deptB,walk-in,14,3,12,320.09
651b2c3f,deptB,online,6,1,8,74.19
651b2c3d,deptA,kiosk,18,0,10,213.69
651b2c3f,deptC,walk-in,0,0,14,9.55
651b2c3e,deptC,kiosk,10,5,16,98.93
651b2c3d,deptA,walk-in,24,2,10,266.34
651b2c3e,deptA,kiosk,23,6,11,494.19
651b2c3d,deptB,kiosk,9,0,20,185.62
651b2c3f,deptC,online,18,5,19,93.41
651b2c3d,deptC,walk-in,12,4,14,117.08
651b2c3d,deptC,online,12,6,16,92.82
651b2c3f,deptC,kiosk,17,4,12,181.25
651b2c3f,deptA,online,11,0,14,75.60
651b2c3f,deptA,walk-in,14,0,16,144.52
651b2c3f,deptC,kiosk,19,6,12,168.40
651b2c3d,deptA,walk-in,5,5,9,64.08
651b2c3e,deptA,online,1,3,13,26.29
651b2c3e,deptA,online,8,5,13,88.30
651b2c3e,deptA,kiosk,7,4,13,112.33
651b2c3d,deptB,online,3,6,15,51.79
651b2c3d,deptC,online,15,3,19,101.01
651b2c3d,deptB,walk-in,6,2,18,115.54
651b2c3d,deptA,walk-in,8,5,14,115.66
651b2c3f,deptA,kiosk,6,5,13,71.40
651b2c3f,deptB,kiosk,10,0,8,118.28
651b2c3e,deptC,online,10,0,13,138.47
651b2c3f,deptC,online,14,6,12,122.48
651b2c3e,deptC,walk-in,2,6,8,40.61
651b2c3d,deptB,walk-in,2,1,15,50.98
651b2c3e,deptA,kiosk,15,4,18,208.56
651b2c3e,deptC,online,13,1,17,130.72
651b2c3d,deptA,walk-in,21,2,19,334.41
651b2c3f,deptA,kiosk,10,3,17,93.72
651b2c3e,deptA,kiosk,19,2,10,289.53
651b2c3f,deptB,kiosk,10,5,20,133.04
651b2c3e,deptC,walk-in,4,1,13,85.98
651b2c3f,deptB,online,2,2,15,27.90
651b2c3f,deptB,kiosk,21,3,17,349.54
651b2c3f,deptB,walk-in,15,5,16,220.21
651b2c3f,deptA,walk-in,22,0,11,291.28
651b2c3e,deptA,kiosk,3,2,16,46.71
651b2c3d,deptC,kiosk,12,6,11,153.37
651b2c3f,deptC,kiosk,11,0,10,118.83
651b2c3d,deptC,kiosk,10,0,15,90.83
651b2c3f,deptC,kiosk,17,5,18,138.94
651b2c3f,deptB,walk-in,19,4,18,299.63
651b2c3e,deptA,online,10,5,20,97.54
651b2c3f,deptB,online,11,0,17,152.49
651b2c3e,deptA,kiosk,13,3,20,175.88
651b2c3d,deptB,walk-in,21,5,10,390.17
651b2c3e,deptA,walk-in,19,5,19,311.62
651b2c3e,deptC,online,10,2,10,89.74
651b2c3e,deptC,walk-in,16,5,11,265.05
651b2c3e,deptA,walk-in,10,4,16,139.21
651b2c3d,deptB,kiosk,9,1,20,173.31
651b2c3e,deptC,online,10,3,16,102.50
651b2c3f,deptC,walk-in,9,4,9,70.57
651b2c3d,deptA,kiosk,14,5,13,175.30
651b2c3d,deptA,kiosk,14,4,8,125.46
651b2c3d,deptB,kiosk,1,6,9,34.47
651b2c3e,deptC,walk-in,6,4,16,95.00
651b2c3e,deptC,online,15,2,12,169.00
651b2c3e,deptB,online,7,5,17,128.77
651b2c3f,deptB,online,1,4,14,21.53
651b2c3f,deptB,walk-in,7,5,8,123.16
651b2c3e,deptB,kiosk,0,3,13,19.95
651b2c3d,deptA,kiosk,2,2,13,41.36
651b2c3d,deptB,kiosk,12,0,15,220.57
651b2c3d,deptC,walk-in,9,3,16,69.69
651b2c3e,deptB,online,8,4,18,203.89
651b2c3d,deptC,walk-in,1,0,9,16.38
651b2c3f,deptA,kiosk,16,3,10,129.61
651b2c3e,deptB,kiosk,15,0,14,345.66
651b2c3d,deptA,online,24,3,11,215.88
651b2c3f,deptC,online,12,5,8,65.51
651b2c3d,deptC,online,9,1,9,64.38
651b2c3f,deptC,online,10,1,18,70.99
651b2c3e,deptA,online,14,0,18,256.36
651b2c3e,deptB,walk-in,8,6,9,244.47
651b2c3e,deptB,kiosk,10,5,12,216.08
651b2c3e,deptB,online,13,3,9,187.58
651b2c3d,deptC,online,10,0,18,89.89
651b2c3f,deptB,online,21,0,10,274.84
651b2c3e,deptB,kiosk,2,2,15,50.93
651b2c3d,deptC,online,15,1,15,121.09
651b2c3e,deptC,online,8,5,20,67.10
651b2c3f,deptB,online,23,5,12,255.36
651b2c3e,deptC,kiosk,11,5,13,160.12
651b2c3d,deptC,kiosk,12,0,13,157.58
651b2c3f,deptA,kiosk,5,5,14,44.88
651b2c3d,deptA,walk-in,4,6,20,94.86
651b2c3e,deptA,online,19,2,19,255.75
651b2c3f,deptA,walk-in,11,1,12,146.13
651b2c3f,deptC,online,9,5,18,78.08
651b2c3e,deptA,kiosk,7,4,20,102.37
651b2c3d,deptA,walk-in,17,3,12,177.77
651b2c3f,deptB,online,15,0,15,168.78
651b2c3d,deptA,kiosk,13,5,8,146.60
651b2c3d,deptB,walk-in,15,4,18,376.60
651b2c3d,deptC,kiosk,5,2,19,54.21
651b2c3e,deptC,walk-in,10,4,10,107.38
651b2c3f,deptB,kiosk,12,1,19,198.95
651b2c3f,deptC,online,8,0,20,60.72
651b2c3e,deptC,online,15,4,20,163.34
651b2c3e,deptB,online,12,6,14,241.22
651b2c3f,deptA,walk-in,7,4,19,114.41
651b2c3e,deptC,kiosk,20,4,10,133.55
651b2c3e,deptC,kiosk,13,5,16,153.91
651b2c3f,deptA,walk-in,6,2,13,72.06
651b2c3e,deptC,online,7,6,11,79.34
651b2c3f,deptB,kiosk,2,2,13,54.67
651b2c3d,deptB,kiosk,15,5,11,282.52
651b2c3e,deptB,walk-in,9,2,16,217.48
651b2c3f,deptC,online,18,5,18,136.91
651b2c3f,deptC,walk-in,10,1,19,125.93
651b2c3e,deptC,walk-in,0,6,8,11.26
651b2c3f,deptC,walk-in,3,0,18,49.38
651b2c3e,deptB,online,13,0,15,174.16
651b2c3d,deptA,online,9,0,13,102.90
651b2c3d,deptC,kiosk,0,1,14,9.24
651b2c3d,deptA,kiosk,8,5,10,98.96
651b2c3f,deptC,online,10,6,14,72.34
651b2c3d,deptB,kiosk,17,6,17,362.37
651b2c3e,deptB,online,18,4,17,511.95
651b2c3e,deptA,kiosk,8,0,18,146.81
651b2c3e,deptC,walk-in,10,0,15,174.05
651b2c3f,deptA,kiosk,13,1,14,123.95
651b2c3f,deptA,online,12,5,17,97.24
651b2c3d,deptC,kiosk,16,5,18,174.76
651b2c3f,deptA,walk-in,12,6,15,133.41
651b2c3e,deptC,walk-in,7,4,12,134.29
651b2c3d,deptA,online,8,1,13,78.10
651b2c3f,deptC,walk-in,18,6,11,200.27
651b2c3f,deptB,online,14,5,11,221.76
651b2c3e,deptA,kiosk,13,1,9,178.29
651b2c3d,deptB,kiosk,1,5,13,43.02
651b2c3f,deptB,kiosk,15,0,15,250.73
651b2c3f,deptC,kiosk,3,5,16,33.57
651b2c3f,deptA,walk-in,7,6,10,79.68
651b2c3d,deptB,kiosk,11,0,10,194.78
651b2c3e,deptC,walk-in,13,4,14,133.48
651b2c3e,deptA,kiosk,16,5,10,215.65
651b2c3f,deptA,kiosk,16,0,11,166.18
651b2c3f,deptC,kiosk,7,6,12,75.86
651b2c3d,deptA,kiosk,19,5,12,286.58
651b2c3e,deptC,kiosk,15,4,16,154.73
651b2c3e,deptA,online,5,5,8,64.91
651b2c3e,deptC,kiosk,24,0,12,352.56
651b2c3f,deptA,online,10,5,20,87.88
651b2c3d,deptA,online,2,4,9,21.05
651b2c3d,deptC,kiosk,15,3,19,160.74
651b2c3f,deptA,kiosk,14,0,20,171.14
651b2c3f,deptB,walk-in,6,3,11,114.79
651b2c3d,deptC,online,12,5,13,107.67
651b2c3d,deptC,walk-in,15,0,18,210.30
651b2c3d,deptC,online,12,3,18,81.81
651b2c3e,deptB,walk-in,12,0,10,292.62
651b2c3d,deptA,kiosk,3,0,8,44.86
651b2c3d,deptB,walk-in,7,2,9,179.48
651b2c3d,deptA,kiosk,11,6,16,170.70
651b2c3d,deptC,online,10,2,12,66.89
651b2c3e,deptC,online,9,4,16,71.99
651b2c3e,deptB,kiosk,18,4,11,385.46
651b2c3d,deptC,kiosk,14,1,12,127.87
651b2c3f,deptB,kiosk,17,0,12,316.56
651b2c3d,deptB,kiosk,19,0,18,438.31
651b2c3f,deptA,online,19,1,12,204.61
651b2c3e,deptA,online,13,5,15,155.96
651b2c3e,deptC,online,7,3,12,72.17
651b2c3e,deptB,kiosk,13,4,12,246.20
651b2c3d,deptB,walk-in,11,6,8,277.36
651b2c3d,deptB,kiosk,2,5,9,35.19
651b2c3d,deptA,kiosk,11,4,17,117.02
651b2c3f,deptA,online,14,1,17,117.73
651b2c3d,deptB,kiosk,7,6,15,120.47
651b2c3f,deptB,walk-in,20,1,19,349.49
651b2c3e,deptA,online,11,3,8,117.13
651b2c3f,deptB,online,11,2,16,127.47
651b2c3d,deptC,walk-in,11,6,15,114.96
651b2c3d,deptA,walk-in,10,6,15,140.60
651b2c3e,deptC,walk-in,16,5,19,200.74
651b2c3e,deptA,kiosk,1,4,9,23.68
651b2c3d,deptC,kiosk,9,5,13,74.39
651b2c3e,deptA,kiosk,0,6,20,10.68
651b2c3e,deptA,walk-in,7,2,16,80.90
651b2c3d,deptC,walk-in,23,1,12,220.62
651b2c3e,deptB,online,1,2,14,28.43
651b2c3f,deptC,walk-in,9,5,16,107.97
651b2c3d,deptB,walk-in,10,1,9,190.62
651b2c3e,deptB,kiosk,4,6,14,132.45
651b2c3d,deptB,walk-in,13,4,18,292.57
651b2c3d,deptC,online,7,1,10,37.83
651b2c3f,deptB,online,14,1,8,150.31
651b2c3d,deptB,online,11,1,11,162.37
651b2c3e,deptC,walk-in,7,3,13,110.66
651b2c3d,deptA,online,10,5,13,102.17
651b2c3f,deptB,online,1,5,16,18.30
651b2c3e,deptC,online,5,0,18,71.72
651b2c3e,deptC,walk-in,15,6,14,203.21
651b2c3f,deptB,online,5,5,16,68.50
651b2c3f,deptB,walk-in,11,4,19,243.18
651b2c3d,deptC,online,2,3,16,17.51
651b2c3d,deptB,kiosk,7,0,18,189.61
651b2c3e,deptA,kiosk,20,6,17,338.93
651b2c3d,deptC,online,12,5,11,101.57
651b2c3f,deptA,online,3,5,13,37.54
651b2c3f,deptB,walk-in,12,6,13,245.43
651b2c3d,deptC,kiosk,12,4,15,102.93
651b2c3d,deptB,kiosk,14,6,15,273.13
651b2c3f,deptB,online,18,4,17,218.86
651b2c3d,deptA,online,8,4,20,72.29
651b2c3f,deptC,online,10,6,16,58.71
651b2c3d,deptC,online,1,5,9,10.66
651b2c3f,deptC,walk-in,9,0,9,102.06
651b2c3d,deptA,kiosk,5,5,14,47.94
651b2c3d,deptB,online,0,5,8,11.64
651b2c3f,deptA,walk-in,11,2,19,153.73
651b2c3f,deptB,kiosk,6,4,8,67.84
651b2c3f,deptA,walk-in,17,1,17,275.78
651b2c3d,deptA,kiosk,5,5,18,80.13
651b2c3f,deptC,walk-in,16,2,18,147.52
651b2c3d,deptB,online,9,4,11,119.59
651b2c3f,deptA,walk-in,16,0,18,268.11
651b2c3f,deptB,walk-in,17,0,19,279.39
651b2c3f,deptC,online,4,1,16,29.00
651b2c3e,deptC,online,3,2,14,31.82
651b2c3e,deptC,walk-in,12,1,16,114.82
651b2c3e,deptB,online,20,0,17,452.64
651b2c3e,deptA,kiosk,11,1,18,200.06
651b2c3f,deptC,walk-in,0,4,8,5.50
651b2c3d,deptB,walk-in,11,6,10,271.07
651b2c3e,deptB,walk-in,12,5,20,326.64
651b2c3d,deptC,walk-in,10,0,17,165.63
651b2c3f,deptA,kiosk,12,3,10,127.65
651b2c3f,deptC,walk-in,7,1,15,70.66
651b2c3f,deptA,online,9,1,12,81.23
651b2c3d,deptC,online,14,5,16,106.72
651b2c3d,deptA,online,2,2,15,26.44
651b2c3f,deptC,online,14,5,11,68.73
651b2c3f,deptC,online,4,2,16,22.27
651b2c3f,deptB,walk-in,9,6,10,149.62
651b2c3e,deptB,walk-in,17,3,10,337.89
651b2c3e,deptC,kiosk,22,6,19,345.44
651b2c3f,deptC,walk-in,11,5,19,127.70
651b2c3d,deptC,online,9,5,20,57.41
651b2c3f,deptC,online,6,2,14,30.65
651b2c3f,deptA,walk-in,13,5,18,203.67
651b2c3f,deptB,online,12,5,16,135.89
651b2c3d,deptA,online,14,1,14,106.31
651b2c3f,deptB,walk-in,17,1,17,277.66
651b2c3d,deptC,online,2,3,8,17.37
651b2c3d,deptC,kiosk,2,4,13,33.46
651b2c3d,deptC,online,13,0,17,130.07
651b2c3e,deptB,walk-in,11,1,18,412.15
651b2c3d,deptC,online,15,2,20,100.14
651b2c3d,deptA,kiosk,13,0,16,120.10
651b2c3e,deptC,walk-in,11,5,10,168.15
651b2c3e,deptC,kiosk,9,4,19,111.93
651b2c3f,deptB,online,2,4,8,30.41
651b2c3f,deptC,walk-in,9,3,13,95.11
651b2c3e,deptC,kiosk,15,4,18,169.20
651b2c3d,deptB,walk-in,20,1,11,454.55
651b2c3d,deptB,kiosk,23,0,12,436.21
651b2c3f,deptA,walk-in,21,1,10,229.42
651b2c3e,deptC,kiosk,6,0,9,70.57
651b2c3f,deptC,walk-in,7,2,17,87.99
651b2c3f,deptB,online,15,6,17,251.86
651b2c3e,deptB,online,19,3,18,362.94
651b2c3e,deptB,walk-in,7,3,15,161.66
651b2c3e,deptC,walk-in,10,4,12,138.79
651b2c3d,deptB,walk-in,9,6,10,213.99
651b2c3e,deptB,online,2,1,15,37.60
651b2c3f,deptB,walk-in,17,0,12,290.38
651b2c3e,deptA,kiosk,14,3,19,228.29
651b2c3d,deptA,kiosk,4,5,13,74.28
651b2c3e,deptA,walk-in,18,4,18,306.09
651b2c3e,deptC,online,6,3,15,46.72
651b2c3e,deptB,kiosk,7,0,13,267.24
651b2c3e,deptA,walk-in,18,5,10,249.53
651b2c3e,deptB,walk-in,3,2,15,80.47
651b2c3f,deptB,online,7,6,19,107.70
651b2c3f,deptA,kiosk,21,3,10,249.02
651b2c3d,deptA,kiosk,15,4,10,102.26
651b2c3d,deptA,walk-in,8,5,18,124.51
651b2c3e,deptA,kiosk,6,3,9,73.24
651b2c3f,deptC,online,6,5,18,43.27
651b2c3d,deptA,walk-in,3,2,13,46.88
651b2c3d,deptC,online,7,2,11,63.51
651b2c3e,deptA,online,12,4,10,141.79
651b2c3f,deptB,online,5,4,15,54.27
651b2c3f,deptC,walk-in,3,4,15,30.62
651b2c3e,deptB,online,12,2,17,211.65
651b2c3e,deptB,walk-in,11,3,8,299.81
651b2c3d,deptB,kiosk,15,6,15,347.94
651b2c3e,deptC,online,0,2,14,7.29
651b2c3d,deptB,walk-in,10,3,18,239.04
651b2c3f,deptA,kiosk,8,4,8,88.67
651b2c3f,deptA,kiosk,5,6,8,55.88
651b2c3f,deptA,online,0,3,9,7.31
651b2c3f,deptA,kiosk,13,1,20,119.36
651b2c3f,deptB,online,14,4,12,204.01
651b2c3f,deptA,kiosk,0,6,20,10.47
651b2c3d,deptB,kiosk,14,1,20,215.14
651b2c3d,deptB,online,11,3,9,125.93
651b2c3e,deptA,walk-in,15,2,13,331.96
651b2c3e,deptC,walk-in,6,2,15,63.53
651b2c3e,deptC,online,16,0,18,182.61
651b2c3e,deptB,kiosk,15,3,20,300.21
651b2c3f,deptC,walk-in,22,3,17,264.22
651b2c3e,deptA,kiosk,4,4,15,57.49
651b2c3f,deptB,walk-in,7,0,20,153.50
651b2c3e,deptC,online,22,4,17,171.90
651b2c3d,deptC,walk-in,9,4,14,110.44
651b2c3f,deptB,kiosk,9,5,8,107.69
651b2c3e,deptC,walk-in,0,6,8,14.07
651b2c3e,deptB,walk-in,15,1,16,436.17
651b2c3d,deptA,kiosk,2,1,9,33.15
651b2c3e,deptC,online,3,6,14,33.52
651b2c3e,deptA,kiosk,14,2,9,205.95
651b2c3e,deptA,kiosk,14,1,11,206.29
651b2c3f,deptC,kiosk,17,5,17,146.44
651b2c3f,deptB,walk-in,17,1,11,386.94
651b2c3f,deptB,kiosk,19,3,18,298.04
651b2c3d,deptC,walk-in,9,0,11,173.96
651b2c3d,deptA,kiosk,6,6,14,93.79
651b2c3f,deptA,kiosk,10,2,19,86.50
651b2c3f,deptA,kiosk,12,4,18,138.73
651b2c3f,deptA,walk-in,7,0,15,104.60
651b2c3f,deptC,online,11,4,19,71.28
651b2c3d,deptC,walk-in,12,5,9,107.55
651b2c3e,deptA,walk-in,12,6,14,185.66
651b2c3f,deptB,online,6,2,8,61.86
651b2c3d,deptB,online,4,5,16,43.81
651b2c3d,deptB,kiosk,2,2,20,34.49
651b2c3d,deptB,kiosk,4,6,8,79.85
651b2c3e,deptC,walk-in,10,2,17,127.51
651b2c3d,deptA,online,5,6,16,74.71
651b2c3f,deptC,kiosk,7,6,14,68.02
651b2c3f,deptA,walk-in,10,1,11,156.49
651b2c3d,deptB,walk-in,1,6,16,38.74
651b2c3f,deptB,kiosk,18,0,18,405.86
651b2c3f,deptA,walk-in,9,6,14,138.62
651b2c3e,deptA,online,7,5,10,76.45
651b2c3e,deptB,online,12,1,12,254.89
651b2c3d,deptC,online,1,5,16,12.64
651b2c3f,deptC,kiosk,17,4,17,171.25
651b2c3e,deptA,online,5,5,18,81.49
651b2c3f,deptB,online,7,1,14,75.83
651b2c3e,deptC,online,8,1,10,69.77
651b2c3e,deptB,online,5,1,9,91.50
651b2c3e,deptC,kiosk,7,0,14,74.40
651b2c3e,deptC,online,17,2,10,176.46
651b2c3d,deptA,walk-in,3,1,13,59.96
651b2c3e,deptC,online,9,2,13,83.74
651b2c3d,deptB,online,9,4,14,136.88
651b2c3f,deptC,kiosk,15,5,14,98.33
651b2c3e,deptC,walk-in,2,6,13,53.99
651b2c3f,deptA,kiosk,5,3,15,57.68
651b2c3e,deptB,online,5,3,8,93.48
651b2c3f,deptB,kiosk,12,4,9,183.94
651b2c3e,deptC,kiosk,2,5,9,29.71
651b2c3e,deptC,walk-in,14,6,16,164.71
651b2c3d,deptB,online,12,1,10,147.87
651b2c3f,deptB,online,0,0,20,11.18
651b2c3f,deptC,walk-in,13,1,16,126.42
651b2c3e,deptC,walk-in,6,6,17,117.55
651b2c3f,deptB,walk-in,13,6,19,260.18
651b2c3e,deptA,online,10,5,16,116.73
651b2c3f,deptA,walk-in,14,4,10,162.96
651b2c3e,deptA,kiosk,0,1,15,11.86
651b2c3d,deptA,kiosk,16,4,19,225.25
651b2c3d,deptB,online,9,3,14,103.37
651b2c3e,deptB,online,10,3,15,172.31
651b2c3f,deptA,online,17,6,11,153.47
651b2c3f,deptA,online,2,6,20,17.63
651b2c3f,deptC,kiosk,6,5,19,61.80
651b2c3e,deptB,walk-in,12,0,8,337.35
651b2c3e,deptA,online,17,2,11,201.33
651b2c3d,deptA,walk-in,11,5,14,150.14
651b2c3d,deptC,online,6,1,12,65.28
651b2c3d,deptC,online,19,3,12,149.97
651b2c3e,deptC,online,1,0,16,16.94
651b2c3e,deptB,online,16,3,18,341.05
651b2c3e,deptB,walk-in,13,1,16,349.48
651b2c3d,deptB,online,9,2,16,121.19
651b2c3d,deptA,online,9,5,14,71.35
651b2c3f,deptC,online,3,1,20,19.42
651b2c3e,deptC,walk-in,15,3,14,169.59
651b2c3f,deptA,online,16,6,19,166.77
651b2c3d,deptA,kiosk,2,5,16,34.33
651b2c3f,deptC,walk-in,1,4,9,14.44
651b2c3f,deptB,walk-in,15,5,16,249.19
651b2c3e,deptB,walk-in,1,3,14,53.85
651b2c3f,deptB,walk-in,22,4,12,370.98
651b2c3e,deptA,kiosk,17,6,18,365.84
651b2c3e,deptB,online,25,2,11,422.36
651b2c3f,deptC,online,9,2,17,64.89
651b2c3d,deptC,walk-in,9,1,16,89.37
651b2c3d,deptC,kiosk,11,2,19,104.65
651b2c3d,deptC,online,14,1,13,118.74
651b2c3e,deptC,kiosk,5,2,10,63.91
651b2c3e,deptC,online,12,1,15,130.44
651b2c3d,deptC,online,10,2,17,108.76
651b2c3e,deptB,kiosk,11,2,13,330.58
651b2c3f,deptB,kiosk,3,6,16,67.79
651b2c3f,deptC,online,2,0,15,16.81
651b2c3e,deptC,walk-in,7,5,13,119.45
651b2c3e,deptC,walk-in,5,2,20,83.41
651b2c3d,deptC,online,17,1,10,124.36
651b2c3e,deptA,walk-in,11,1,15,192.29
651b2c3f,deptB,online,9,6,15,132.38
651b2c3f,deptB,walk-in,8,6,9,193.68
651b2c3e,deptC,online,18,5,11,147.09
651b2c3d,deptB,online,7,4,20,129.33
651b2c3e,deptC,online,0,2,15,6.20
651b2c3e,deptB,kiosk,8,6,15,178.85
651b2c3f,deptC,online,6,1,15,34.16
651b2c3e,deptB,kiosk,15,3,12,387.02
651b2c3f,deptA,walk-in,12,4,19,119.67
651b2c3f,deptB,kiosk,6,4,14,91.62
651b2c3f,deptB,online,15,1,19,231.64
651b2c3e,deptA,online,12,5,12,179.50
651b2c3d,deptA,online,10,3,20,108.71
651b2c3d,deptA,kiosk,19,6,12,359.84
651b2c3d,deptB,kiosk,10,3,10,159.98
651b2c3d,deptC,online,12,0,16,96.40
651b2c3d,deptB,walk-in,2,5,15,42.59
651b2c3f,deptC,kiosk,20,4,12,166.79
651b2c3d,deptA,kiosk,16,0,10,136.03
651b2c3f,deptB,walk-in,9,0,20,182.94
651b2c3d,deptC,online,4,6,9,37.89
651b2c3d,deptC,kiosk,20,6,11,287.04
651b2c3e,deptC,kiosk,7,4,13,95.05
651b2c3e,deptB,online,16,6,12,308.14
651b2c3d,deptA,walk-in,9,0,8,182.56
651b2c3d,deptC,walk-in,5,4,15,45.92
651b2c3e,deptA,kiosk,12,4,14,180.51
651b2c3f,deptB,kiosk,7,4,9,98.00
651b2c3e,deptC,walk-in,11,1,8,131.37
651b2c3e,deptC,walk-in,11,0,17,161.30
651b2c3e,deptB,walk-in,8,1,14,156.04
651b2c3d,deptA,online,10,0,8,99.05
651b2c3f,deptB,walk-in,10,3,13,235.34
651b2c3e,deptB,online,21,2,19,372.66
651b2c3e,deptB,kiosk,10,4,16,123.42
651b2c3d,deptB,walk-in,8,3,17,181.86
651b2c3f,deptA,online,9,4,8,68.87
651b2c3d,deptB,walk-in,12,6,8,204.22
651b2c3f,deptC,walk-in,10,6,9,89.18
651b2c3e,deptA,kiosk,7,5,13,111.39
651b2c3d,deptB,online,20,1,18,372.00
651b2c3d,deptB,kiosk,8,6,18,139.23
651b2c3f,deptB,online,20,5,17,243.30
651b2c3d,deptA,online,8,4,13,78.35
651b2c3d,deptB,kiosk,15,5,8,166.23
651b2c3e,deptA,walk-in,19,1,11,311.37
651b2c3d,deptC,kiosk,15,0,19,217.00
651b2c3f,deptA,walk-in,21,5,11,254.55
651b2c3e,deptA,online,3,6,8,45.60
651b2c3d,deptB,online,19,2,18,321.36
651b2c3e,deptC,kiosk,9,2,20,104.11
651b2c3d,deptA,kiosk,20,5,10,264.66
651b2c3d,deptC,kiosk,21,0,10,254.85
651b2c3e,deptC,online,13,4,12,133.25
651b2c3d,deptA,walk-in,15,2,11,225.03
651b2c3d,deptA,online,0,1,9,9.41
651b2c3e,deptB,kiosk,5,2,8,95.87
651b2c3d,deptA,online,3,3,8,22.37
651b2c3d,deptA,online,5,1,19,32.54
651b2c3e,deptC,walk-in,11,0,20,172.09
651b2c3e,deptB,online,19,6,11,419.60
651b2c3e,deptB,kiosk,11,1,12,316.14
651b2c3e,deptA,kiosk,7,0,9,112.84
651b2c3f,deptB,walk-in,10,5,20,159.47
651b2c3e,deptC,walk-in,20,6,18,344.74
651b2c3d,deptC,walk-in,12,1,17,127.07
651b2c3d,deptA,online,18,1,19,215.63
651b2c3d,deptA,kiosk,13,5,18,110.73
651b2c3d,deptA,kiosk,15,3,9,186.29
651b2c3f,deptB,kiosk,15,1,19,269.79
651b2c3d,deptB,kiosk,14,0,20,315.43
651b2c3d,deptB,online,4,0,8,75.30
651b2c3e,deptB,walk-in,24,5,11,671.30
651b2c3e,deptA,online,6,1,17,74.84
651b2c3d,deptC,online,12,2,9,94.33
651b2c3d,deptB,online,24,2,12,448.49
651b2c3d,deptC,online,23,0,18,239.66
651b2c3f,deptA,online,1,1,16,10.70
651b2c3d,deptC,kiosk,14,2,19,178.43
651b2c3f,deptC,online,11,2,16,74.87
651b2c3d,deptC,online,3,2,13,31.59
651b2c3d,deptA,kiosk,19,6,12,216.79
651b2c3f,deptA,walk-in,10,5,9,114.26
651b2c3d,deptA,kiosk,15,6,16,173.19
651b2c3d,deptA,online,1,0,13,30.35
651b2c3e,deptB,kiosk,14,1,18,352.48
651b2c3e,deptB,online,12,4,11,201.77
651b2c3f,deptB,kiosk,12,0,12,292.40
651b2c3d,deptA,walk-in,8,4,8,111.58
651b2c3d,deptA,walk-in,11,4,16,131.02
651b2c3f,deptB,walk-in,2,1,9,47.44
651b2c3f,deptA,online,6,3,9,33.89
651b2c3f,deptA,walk-in,9,3,13,125.91
